attribute	symbol	geneid
NM_007044	KATNA1	11104
NM_005548	KARS	3735
NM_000216	KAL1	3730
NM_002231	KAI1	_
NM_004693	K6HF	_
Contig50137_RC	K-ALPHA-1	_
Contig58325_RC	K-ALPHA-1	_
NM_006082	K-ALPHA-1	_
NM_006407	JWA	_
NM_002230	JUP	3728
NM_005354	JUND	3727
NM_002229	JUNB	3726
NM_002228	JUN	3725
NM_006303	JTV1	_
AF151056	JTB	10899
NM_006694	JTB	10899
NM_003772	JRKL	8690
AF072467	JRK	ENSG00000234616
NM_020655	JPH3	57338
NM_004973	JMJ	_
NM_007075	JM5	_
NM_007213	JM4	_
NM_007003	JM27	_
NM_012280	JM23	_
NM_014008	JM1	_
NM_016281	JIK	_
AF176012	JDP1	_
U92544	JCL-1	_
NM_006787	JCL-1	_
NM_012279	JAZ	_
NM_021219	JAM2	58494
NM_016946	JAM1	_
NM_000215	JAK3	3718
NM_004972	JAK2	3717
NM_002227	JAK1	3716
NM_002226	JAG2	3714
NM_000214	JAG1	182
NM_005547	IVL	3713
NM_002225	IVD	3712
NM_013311	IUF1	_
AF182198	ITSN2	50618
U61166	ITSN1	6453
NM_003024	ITSN1	6453
NM_002224	ITPR3	3710
NM_002223	ITPR2	3709
NM_002222	ITPR1	3708
D26070	ITPR1	3708
D38169	ITPKC	80271
NM_002221	ITPKB	3707
NM_002220	ITPKA	3706
NM_014216	ITPK1	3705
AF026816	ITPA	3704
Contig4388_RC	ITM2C	81618
Contig40696_RC	ITM2B	9445
AF246221	ITM2B	9445
Contig10363_RC	ITM2B	9445
Contig57091_RC	ITM2B	9445
NM_004867	ITM2A	9452
NM_002219	ITM1	_
NM_005546	ITK	3702
AF119856	ITIH4	ENSG00000239799
NM_002218	ITIH4	ENSG00000239799
NM_002217	ITIH3	3699
X67055	ITIH3	3699
NM_002216	ITIH2	3698
NM_002215	ITIH1	3697
AL359052	ITGBL1	9358
NM_004791	ITGBL1	9358
Contig53644_RC	ITGB8	3696
Contig43688_RC	ITGB8	3696
NM_002214	ITGB8	3696
NM_000889	ITGB7	3695
NM_000888	ITGB6	3694
NM_002213	ITGB5	ENSG00000244286
NM_002212	ITGB4BP	_
NM_000213	ITGB4	3691
NM_014288	ITGB3BP	23421
NM_000212	ITGB3	3690
NM_000211	ITGB2	3689
NM_012278	ITGB1BP2	26548
X07979	ITGB1	3688
Contig56179_RC	ITGB1	3688
U28252	ITGB1	3688
NM_002211	ITGB1	3688
NM_000887	ITGAX	3687
NM_002210	ITGAV	3685
NM_000632	ITGAM	3684
NM_002209	ITGAL	3683
NM_002208	ITGAE	3682
D25303	ITGA9	3680
Contig46537_RC	ITGA8	8516
NM_002206	ITGA7	3679
NM_000210	ITGA6	3655
NM_002205	ITGA5	3678
NM_000885	ITGA4	3676
NM_002204	ITGA3	3675
NM_005501	ITGA3	3675
NM_000419	ITGA2B	3674
NM_002203	ITGA2	3673
NM_012211	ITGA11	22801
NM_003637	ITGA10	8515
X68742	ITGA1	3672
AF038564	ITCH	ENSG00000236388
NM_016368	ISYNA1	51477
NM_005545	ISLR	3671
NM_002202	ISL1	3670
NM_006084	ISGF3G	_
NM_002201	ISG20	3669
NM_005101	ISG15	9636
NM_005853	IRX5	10265
NM_016358	IRX4	50805
NM_003604	IRS4	8471
NM_003749	IRS2	8660
NM_005544	IRS1	3667
NM_018671	IRO039700	_
X63417	IRLB	_
NM_001572	IRF7	3665
NM_004029	IRF7	3665
NM_004031	IRF7	3665
NM_006147	IRF6	3664
NM_002200	IRF5	3663
NM_002460	IRF4	3662
NM_001571	IRF3	3661
NM_002199	IRF2	3660
NM_002198	IRF1	3659
U20180	IREB2	3658
AL117613	IREB2	3658
AJ224864	IRC1	_
NM_001570	IRAK2	3656
NM_001569	IRAK1	3654
NM_007199	IRAK-M	_
NM_006633	IQGAP2	10788
NM_003870	IQGAP1	8826
U12897	IPW	3653
NM_017646	IPT	_
NM_005897	IPP	3652
AF263613	IPLA2(GAMMA)	_
NM_000209	IPF1	_
NM_014009	IPEX	_
NM_016291	IP6K2	51447
AL137514	IP6K2	51447
NM_014425	INVS	27130
L25664	interferon	_
J05046	INSRR	3645
NM_000208	INSR	3643
NM_002196	INSM1	3642
NM_007179	INSL6	11172
NM_005478	INSL5	10022
NM_002195	INSL4	3641
NM_005542	INSIG1	3638
NM_000207	INS	723961
NM_001567	INPPL1	3636
NM_005541	INPP5D	3635
X77567	INPP5A	3632
NM_003866	INPP4B	8821
NM_001566	INPP4A	3631
NM_004027	INPP4A	3631
NM_002194	INPP1	3628
AF049656	iNOS	_
NM_006774	INMT	100526825
NM_005538	INHBC	3626
NM_002193	INHBB	3625
NM_002192	INHBA	3624
NM_002191	INHA	3623
NM_012277	INGAP	_
NM_019071	ING3	54556
NM_001564	ING1L	_
NM_005537	ING1	3621
Y10697	INE2	8551
NM_003669	INE1	ENSG00000224975
NM_002164	INDO	_
NM_020238	INCENP	3619
NM_005799	INADL	10207
NM_004692	INA	9118
NM_001563	IMPG1	3617
NM_000884	IMPDH2	3615
NM_000883	IMPDH1	3614
NM_018439	IMPACT	55364
NM_014214	IMPA2	3613
NM_005536	IMPA1	3612
NM_006548	IMP-2	_
NM_006546	IMP-1	_
NM_005830	IMOGN38	_
X58397	immunoglobulin heavy chain	_
AJ225092	immunoglobulin	_
AJ225093	immunoglobulin	_
NM_006839	IMMT	10989
NM_014267	IMAGE145052	_
NM_006844	ILVBL	10994
AF041261	ILT7	_
AF212842	ILT11	_
AK001043	ILKAP	80895
NM_004517	ILK	3611
NM_012218	ILF3	3609
NM_004516	ILF3	3609
NM_004515	ILF2	3608
Contig81_RC	ILF1	_
NM_004514	ILF1	_
NM_002186	IL9R	3581
M30134	IL9	3578
NM_000590	IL9	3578
NM_001557	IL8RB	_
NM_000634	IL8RA	_
NM_000584	IL8	3576
M26383	IL8	3576
NM_002185	IL7R	3575
NM_000880	IL7	3574
NM_002184	IL6ST	3572
NM_000565	IL6R	3570
M14584	IL6	3569
NM_000600	IL6	3569
X61177	IL5RA	3568
NM_000564	IL5RA	3568
NM_000879	IL5	3567
NM_000418	IL4R	3566
NM_000589	IL4	3565
M74782	IL3RA	3563
NM_000588	IL3	3562
NM_000206	IL2RG	3561
NM_000878	IL2RB	3560
NM_000417	IL2RA	3559
NM_006850	IL24	11009
NM_016584	IL23A	51561
Contig34181_RC	IL22R	_
NM_021258	IL22R	_
NM_020525	IL22	50616
NM_014432	IL20RA	53832
AF224266	IL20	50604
S82692	IL2	3558
NM_000586	IL2	3558
X52015	IL1RN	3557
NM_000577	IL1RN	3557
NM_003854	IL1RL2	8808
NM_006858	IL1RL1LG	_
NM_016232	IL1RL1	9173
NM_003856	IL1RL1	9173
AJ290436	IL1RAPL2	26280
NM_014271	IL1RAPL1	11141
NM_002182	IL1RAP	3556
NM_004633	IL1R2	7850
NM_000877	IL1R1	3554
NM_012275	IL1HY1	_
NM_000576	IL1B	3553
M28983	IL1A	3552
NM_013371	IL19	29949
NM_003853	IL18RAP	8807
NM_003855	IL18R1	8809
NM_005699	IL18BP	10068
NM_001562	IL18	3606
NM_014339	IL17R	_
NM_018725	IL17BR	_
NM_014443	IL17B	27190
NM_002190	IL17	_
NM_004513	IL16	3603
NM_002189	IL15RA	3601
AF031167	IL15	3600
NM_000585	IL15	3600
L15344	IL14	_
NM_000640	IL13RA2	3598
U70981	IL13RA2	3598
NM_001560	IL13RA1	3597
NM_002188	IL13	3596
NM_001559	IL12RB2	3595
NM_005535	IL12RB1	3594
NM_002187	IL12B	3593
NM_000882	IL12A	3592
NM_004512	IL11RA	3590
NM_000641	IL11	3589
X58377	IL11	3589
NM_000628	IL10RB	3588
NM_001558	IL10RA	3587
NM_000572	IL10	3586
NM_019618	IL-1H1	_
NM_014002	IKKE	_
NM_003639	IKBKG	8517
AF080158	IKBKB	3551
Contig38943_RC	IKBKAP	414322
NM_003640	IKBKAP	414322
NM_004511	IK	3550
AF182645	IK	3550
NM_006083	IK	3550
NM_005849	IGSF6	10261
NM_014333	IGSF4	_
NM_001542	IGSF3	3321
NM_004258	IGSF2	_
NM_001555	IGSF1	3547
NM_021176	IGRP	_
M26463	IgM	_
AJ249377	IGLV	3546
M27749	IGLL1	3543
AF090353	IGL@	3535
X57809	IGL@	3535
X57819	IGL@	3535
AF047245	IGL	3535
AF043583	IGL	3535
AF103375	IGKV3D-15	28875
M63438	IGKC	3514
Contig11704_RC	IGKC	3514
X72475	IGKC	3514
Contig28590_RC	IGKC	3514
NM_002180	IGHMBP2	3508
X58529	IGHM	ENSG00000211899
Y14737	IGHG3	3502
S73614	IgG VH251	_
NM_001553	IGFBP7	3490
M62402	IGFBP6	3489
AF055033	IGFBP5	3488
L27560	IGFBP5	3488
NM_000599	IGFBP5	3488
NM_001552	IGFBP4	3487
NM_000598	IGFBP3	3486
NM_000597	IGFBP2	3485
X16302	IGFBP2	3485
NM_000596	IGFBP1	3484
NM_000876	IGF2R	3482
NM_016412	IGF2AS	ENSG00000099869
NM_000612	IGF2	3481
NM_000875	IGF1R	3480
X57025	IGF1	3479
NM_001551	IGBP1	3476
X84340	Ig VL gene	_
S74639	Ig VH4	_
Contig51660_RC	IFRG28	_
NM_006764	IFRD2	7866
NM_001550	IFRD1	3475
NM_002177	IFNW1	3467
NM_005534	IFNGR2	3460
NM_000416	IFNGR1	3459
NM_000619	IFNG	3458
NM_002176	IFNB1	3456
NM_000874	IFNAR2	3455
BE739817_RC	IFNAR1	3454
NM_000629	IFNAR1	3454
NM_002170	IFNA8	3445
NM_021057	IFNA7	3444
NM_002169	IFNA5	3442
M27318	IFNA4	3441
NM_021068	IFNA4	3441
NM_002175	IFNA21	3452
M54886	IFNA2	3440
NM_000605	IFNA2	3440
NM_021268	IFNA17	3451
NM_002173	IFNA16	3449
NM_002172	IFNA14	3448
NM_006900	IFNA13	3447
NM_002171	IFNA10	3446
X57352	IFITM3	10410
NM_006435	IFITM2	10581
NM_003641	IFITM1	8519
NM_001549	IFIT4	_
NM_001548	IFIT1	3434
NM_004510	IFI75	_
NM_004509	IFI41	_
U72882	IFI35	3430
NM_006332	IFI30	10437
NM_005532	IFI27	3429
NM_005531	IFI16	3428
NM_015904	IF2	_
NM_000204	IF	ENSG00000168746
NM_003897	IER3	8870
NM_000203	IDUA	3425
NM_000202	IDS	3423
AL117536	IDS	3423
AF050145	IDS	3423
NM_006123	IDS	3423
NM_015384	IDN3	_
NM_004508	IDI1	3422
NM_004135	IDH3G	3421
NM_006899	IDH3B	3420
NM_005530	IDH3A	3419
NM_002168	IDH2	3418
NM_005896	IDH1	3417
NM_004969	IDE	3416
Contig56857_RC	IDE	3416
NM_001546	ID4	3400
X69111	ID3	3399
NM_002167	ID3	3399
M96843	Id2B	84099
NM_002166	ID2	3398
NM_002165	ID1	3397
NM_013277	ID-GAP	_
NM_001545	ICT1	3396
NM_002163	ICSBP1	_
AB023135	ICOS	29851
NM_012405	ICMT	23463
Contig48873_RC	ICEBERG	_
NM_021571	ICEBERG	_
NM_013282	ICBP90	_
NM_004848	ICB-1	_
Z34893	ICAP-1A	_
NM_004763	ICAP-1A	_
NM_001544	ICAM4	3386
AL137656	ICAM3	3385
NM_002162	ICAM3	3385
AL161972	ICAM2	3384
NM_000873	ICAM2	3384
NM_000201	ICAM1	3383
NM_004968	ICA1	3382
NM_004967	IBSP	3381
NM_002161	IARS	3376
NM_013417	IARS	3376
NM_000415	IAPP	3375
NM_007184	I-1	_
AK001505	I-1	_
AL035369	hypothetical protein	_
AL137241	hypothetical protein	_
AL138578	hypothetical protein	_
AL049801	hypothetical protein	_
AL121733	hypothetical protein	_
AL035295	hypothetical protein	_
AL035297	hypothetical protein	_
AJ001873	hypothetical protein	_
AL035301	hypothetical protein	_
AL035307	hypothetical protein	_
AL160131	hypothetical protein	_
AL160132	hypothetical protein	_
AF049615	HYPM	_
NM_016400	HYPK	_
AK000014	HYPE	_
AL137459	HYPC	_
AL049470	HYPB	_
AF049524	HYPA	_
NM_012269	HYAL4	23553
NM_003549	HYAL3	8372
NM_003773	HYAL2	8692
NM_007312	HYAL1	3373
NM_005808	HYA22	_
NM_002160	HXB	_
NM_004507	HUS1	3364
NM_014586	HUNK	30811
Contig44616_RC	HUMPPA	_
NM_013294	HUMNDME	_
NM_013292	HUMMLC2B	_
M12679	HUMMHCW1A	_
NM_013287	HUMMAT1H	_
NM_016556	HUMGT198A	_
NM_013290	HUMGT198A	_
NM_015848	HUMCYT2A	_
NM_013288	HUMBINDC	_
NM_013285	HUMAUANTIG	_
NM_013286	HUMAGCGB	_
NM_014475	HUM2DD	_
Contig41716_RC	HUGT1	_
NM_020527	HUG1	_
NM_007283	HU-K5	_
NM_012268	HU-K4	_
U68488	HTR7	3363
NM_019859	HTR7	3363
NM_019860	HTR7	3363
NM_000872	HTR7	3363
NM_000871	HTR6	3362
Y08756	HTR4	ENSG00000253297
NM_006028	HTR3B	9177
NM_000869	HTR3A	3359
NM_000868	HTR2C	3358
NM_000867	HTR2B	3357
NM_000621	HTR2A	3356
NM_000866	HTR1F	3355
NM_000865	HTR1E	3354
NM_000864	HTR1D	3352
NM_000863	HTR1B	3351
NM_000524	HTR1A	3350
NM_000200	HTN3	3347
NM_002159	HTN1	3346
NM_002158	HTLF	_
NM_020199	HTGN29	_
Contig55640_RC	HTF9C	_
AL122054	HTCD37	_
Contig1189	HTATSF1	27336
NM_014500	HTATSF1	27336
NM_006388	HTATIP	_
NM_012210	HT2A	_
Contig51896_RC	HT021	_
NM_020685	HT021	_
NM_020681	HT018	_
Contig50430_RC	HT017	_
NM_020678	HT017	_
NM_020362	HT014	_
NM_018474	HT013	_
NM_018473	HT012	_
NM_018472	HT011	_
NM_018471	HT010	_
NM_018470	HT009	_
NM_018469	HT008	_
NM_018480	HT007	_
NM_014066	HT002	_
NM_014065	HT001	_
Y11339	HSY11339	_
NM_017518	HSXQ28ORF	_
NM_017523	HSXIAPAF1	_
Contig64828_RC	HSU93850	_
NM_013302	HSU93850	_
NM_016336	HSU93243	_
NM_016405	HSU93243	_
NM_013305	HSU91641	_
NM_013303	HSU84971	_
NM_013301	HSU79303	_
U79275	HSU79275	_
NM_013300	HSU79274	_
NM_013299	HSU79266	_
NM_015684	HSU79253	_
NM_013298	HSU79252	_
NM_013296	HSU54999	_
Contig58333	HSU53209	_
NM_013293	HSU53209	_
NM_014447	HSU52521	_
NM_014262	HSU47926	_
U43279	HSU43279	_
NM_013347	HSU24186	_
NM_014597	HSU15552	_
AF055270	HSSG1	_
NM_017514	HSSEXGENE	_
NM_017512	HSRTSBETA	_
X75363	HSRNASPH	_
X75315	HSRNASEB	_
NM_017521	HSRNAFEV	_
U80018	HSPOX1	_
NM_021232	HSPOX1	_
NM_005529	HSPG2	3339
NM_002157	HSPE1	100529241
NM_002156	HSPD1	3329
NM_007355	HSPCB	_
Contig53410_RC	HSPCB	_
X15183	HSPCA	_
AF161451	HSPC333	_
AF161442	HSPC324	_
AF161441	HSPC323	_
AF161434	HSPC316	_
AF161429	HSPC311	_
AF161427	HSPC309	_
AF161422	HSPC304	_
AF161420	HSPC302	_
AF161414	HSPC296	_
AF161413	HSPC295	_
AF161410	HSPC292	_
AF161407	HSPC289	_
AF161403	HSPC285	_
NM_014145	HSPC274	_
AF161386	HSPC268	_
AF161383	HSPC265	_
AF161382	HSPC264	_
AF161380	HSPC262	_
AF161371	HSPC253	_
NM_016506	HSPC252	_
NM_016505	HSPC251	_
NM_016498	HSPC242	_
NM_016488	HSPC232	_
NM_016485	HSPC228	_
NM_016483	HSPC226	_
NM_016951	HSPC224	_
NM_016481	HSPC219	_
NM_016478	HSPC216	_
NM_016475	HSPC213	_
NM_016472	HSPC210	_
NM_016470	HSPC207	_
NM_016464	HSPC196	_
NM_016463	HSPC195	_
NM_016462	HSPC194	_
NM_016460	HSPC192	_
NM_016535	HSPC189	_
NM_014188	HSPC182	_
NM_016411	HSPC179	_
NM_016410	HSPC177	_
NM_014187	HSPC171	_
NM_014186	HSPC166	_
NM_016492	HSPC165	_
NM_014185	HSPC165	_
NM_016407	HSPC164	_
NM_014184	HSPC163	_
NM_014183	HSPC162	_
NM_014182	HSPC160	_
NM_014181	HSPC159	_
NM_014179	HSPC157	_
NM_014178	HSPC156	_
NM_016406	HSPC155	_
NM_014177	HSPC154	_
NM_016404	HSPC152	_
NM_014176	HSPC150	_
NM_016403	HSPC148	_
NM_014174	HSPC144	_
NM_014173	HSPC142	_
NM_014172	HSPC141	_
NM_016402	HSPC140	_
NM_016401	HSPC138	_
NM_014170	HSPC135	_
NM_014169	HSPC134	_
NM_014168	HSPC133	_
NM_016399	HSPC132	_
NM_016397	HSPC130	_
Contig40505_RC	HSPC129	_
NM_016396	HSPC129	_
NM_014167	HSPC128	_
NM_014166	HSPC126	_
NM_014165	HSPC125	_
NM_016395	HSPC121	_
NM_014306	HSPC117	_
NM_016391	HSPC111	_
NM_016390	HSPC109	_
AF161370	HSPC107	_
AF161369	HSPC106	_
AF161368	HSPC105	_
AF161365	HSPC102	_
AF161364	HSPC101	_
AF161360	HSPC097	_
AF161355	HSPC092	_
AF161354	HSPC091	_
AF161353	HSPC090	_
AF161351	HSPC088	_
AF161345	HSPC082	_
AF161343	HSPC080	_
AF161341	HSPC078	_
AF161340	HSPC077	_
AF161339	HSPC076	_
AF161337	HSPC074	_
NM_014163	HSPC073	_
Contig45772_RC	HSPC072	29075
NM_014162	HSPC072	29075
NM_014161	HSPC071	_
NM_014160	HSPC070	_
NM_014159	HSPC069	_
NM_014158	HSPC067	_
NM_014157	HSPC065	_
NM_014155	HSPC063	_
NM_016387	HSPC060	_
NM_016536	HSPC059	_
NM_016385	HSPC057	_
NM_014154	HSPC056	_
NM_014153	HSPC055	_
NM_014152	HSPC054	_
NM_014151	HSPC053	_
NM_014150	HSPC052	_
AF161500	HSPC051	_
NM_013387	HSPC051	_
NM_016384	HSPC050	_
NM_014149	HSPC049	_
NM_014148	HSPC048	_
NM_014147	HSPC047	_
AK000637	HSPC043	_
NM_014041	HSPC033	_
NM_016101	HSPC031	_
AF161415	HSPC030	_
NM_014038	HSPC028	_
NM_016091	HSPC025	_
NM_014047	HSPC023	_
NM_014029	HSPC022	_
NM_014028	HSPC019	_
NM_014027	HSPC018	_
NM_015933	HSPC016	_
NM_014026	HSPC015	_
NM_015932	HSPC014	_
NM_014019	HSPC009	_
NM_015918	HSPC004	_
NM_014017	HSPC003	_
NM_015362	HSPC002	_
AF187859	HSPBP1	23640
NM_012267	HSPBP1	23640
NM_014424	HSPB7	27129
NM_006308	HSPB3	8988
NM_001541	HSPB2	ENSG00000254445
NM_001540	HSPB1	3315
NM_004134	HSPA9B	_
NM_006597	HSPA8	3312
NM_002155	HSPA6	3310
X87949	HSPA5	3309
AB023420	HSPA4	3308
U56725	HSPA2	3306
NM_005527	HSPA1L	3305
NM_005346	HSPA1B	3304
NM_005345	HSPA1A	3303
NM_006644	HSP105B	_
NM_017526	HSOBRGRP	_
NM_015372	HSN44A4A	_
NM_018478	HSMNP1	_
NM_017513	HSMCR30	_
NM_020197	HSKM-B	_
X98307	HSHUR7SEQ	_
NM_017493	HSHIN1	_
NM_007265	HSGT1	_
X90872	HSGP25L2G	_
NM_001538	HSF4	3299
NM_007031	HSF2BP	11077
NM_004506	HSF2	3298
NM_005526	HSF1	3297
NM_013336	HSEC61	_
NM_000198	HSD3B2	3284
NM_000862	HSD3B1	3283
NM_016371	HSD17B7	51478
NM_000414	HSD17B4	3295
NM_000197	HSD17B3	3293
NM_002153	HSD17B2	3294
NM_000413	HSD17B1	3292
NM_000196	HSD11B2	3291
NM_005525	HSD11B1	3290
AF144487	HSD-3.1	_
Contig51742_RC	HSCP1	_
NM_020677	HSCARG	_
NM_001537	HSBP1	3281
Z48314	HSAPOMUCN	_
NM_017532	HSAJ2425	_
NM_016950	HSAJ1454	_
NM_013307	HSAF000381	_
NM_014473	HSA9761	_
NM_014487	HSA6591	_
NM_018554	HSA6077	_
NM_018722	HSA404617	_
NM_018553	HSA277841	_
AJ277276	HSA277276	_
AJ277165	HSA277165	_
NM_018403	HSA275986	_
AJ272196	HSA272196	_
NM_018404	HSA272195	_
AJ251708	HSA251708	54759
NM_018402	HSA251549	_
NM_018401	HSA250839	_
NM_018441	HSA250303	_
NM_017583	HSA249128	_
NM_017582	HSA243666	_
NM_018400	HSA243396	_
NM_017567	HSA242910	_
NM_018399	HSA238982	_
AJ238520	HSA238520	_
Contig53038_RC	HSA238520	_
NM_015343	HSA011916	_
NM_015370	HS747E2A	_
Contig55193_RC	HS6ST	_
NM_004807	HS6ST	_
Contig41645_RC	HS3ST4	9951
Contig53965_RC	HS3ST3B1	9953
NM_006041	HS3ST3B1	9953
NM_006042	HS3ST3A1	9955
NM_006043	HS3ST2	9956
NM_005114	HS3ST1	9957
NM_015371	HS322B1A	_
NM_012262	HS2ST1	9653
NM_012261	HS1119D91	_
NM_007011	HS1-2	_
NM_005524	HRY	_
NM_019854	HRMT1L3	_
Contig23639_RC	HRMT1L3	_
Contig21010_RC	HRMT1L2	_
NM_001536	HRMT1L2	_
NM_001535	HRMT1L1	_
NM_003806	HRK	8739
NM_014345	HRIHFB2436	_
L10378	HRIHFB2206	_
NM_007032	HRIHFB2122	_
AB015343	HRIHFB2122	_
AL133580	HRIHFB2072	_
AB015349	HRIHFB2063	_
AB015330	HRIHFB2007	_
NM_014413	HRI	_
NM_007232	HRH3	11255
NM_000861	HRH1	3269
NM_000412	HRG	3273
NM_007069	HREV107	_
NM_002152	HRC	3270
NM_007043	HRB2	_
NM_004504	HRB	_
NM_020386	HRASLS	57110
NM_005343	HRAS	3265
X91103	HR44	27251
AF039196	HR	55806
NM_014468	HPX42B	_
Contig4681_RC	HPX	3263
NM_006665	HPSE	10855
NM_000195	HPS	_
NM_000194	HPRT1	3251
NM_004814	HPRP8BP	_
NM_004697	HPRP4P	_
NM_004698	HPRP3P	_
NM_006667	HPR6.6	_
NM_020995	HPR	3250
X89214	HPR	3250
NM_002151	HPN	3249
U00952	HPIP	_
NM_020524	HPIP	_
NM_000860	HPGD	3248
NM_002150	HPD	3242
NM_012260	HPCL2	_
NM_016257	HPCAL4	51440
NM_002149	HPCAL1	3241
NM_002143	HPCA	3208
NM_018127	HPC2	_
Contig38732_RC	hPAD-colony10	_
AB033768	hPAD-colony10	_
NM_016287	HP1-BP74	_
NM_005143	HP	3240
NM_014213	HOXD9	3235
X04706	HOXD4	3233
NM_006898	HOXD3	3232
NM_000523	HOXD13	3239
NM_021193	HOXD12	3238
NM_021192	HOXD11	3237
NM_002148	HOXD10	3236
Z49995	HOXD1	3231
AK000445	HOXC9	3225
NM_004503	HOXC6	3223
X52402	HOXC5	3222
NM_014620	HOXC4	3221
NM_017410	HOXC13	3229
NM_014212	HOXC11	3227
NM_017409	HOXC10	3226
Contig17125_RC	HOXB8	3218
NM_004502	HOXB7	3217
NM_018952	HOXB6	3216
Contig63610_RC	HOXB6	3216
NM_002147	HOXB5	3215
AL137449	HOXB4	3214
NM_002146	HOXB3	3213
NM_002145	HOXB2	3212
U81599	HOXB13	360205
NM_002144	HOXB1	3211
NM_002142	HOXA9	100534589
NM_006896	HOXA7	3204
NM_019102	HOXA5	3202
NM_002141	HOXA4	3201
Contig32082_RC	HOXA2	3199
NM_006735	HOXA2	3199
NM_000522	HOXA13	3209
NM_005523	HOXA11	3207
NM_018951	HOXA10	100534589
NM_005522	HOXA1	3198
NM_005521	HOX11	_
NM_013312	HOOK2	29911
NM_015888	HOOK1	51361
NM_004838	HOMER-3	_
NM_004839	HOMER-2B	_
NM_016522	HNT	_
NM_004501	HNRPU	_
NM_005826	HNRPR	_
NM_005968	HNRPM	_
NM_001533	HNRPL	_
NM_002140	HNRPK	_
AL117395	HNRPH3	_
AF132362	HNRPH3	_
NM_019597	HNRPH2	_
NM_005520	HNRPH1	_
NM_004966	HNRPF	_
Contig31186_RC	HNRPDL	9987
NM_005463	HNRPDL	9987
NM_002138	HNRPD	_
NM_004500	HNRPC	_
NM_004499	HNRPAB	_
NM_005758	HNRPA3	_
NM_002137	HNRPA2B1	_
NM_002136	HNRPA1	_
NM_006805	HNRPA0	_
NM_014469	HNRNPG-T	_
NM_020190	HNOEL-iso	_
NM_006895	HNMT	3176
NM_004854	HNK-1ST	_
NM_004133	HNF4G	3174
Contig39982_RC	HNF4A	3172
NM_000457	HNF4A	3172
NM_004497	HNF3G	_
AB028021	HNF3B	_
Contig48177_RC	HNF3A	_
NM_004496	HNF3A	_
Contig58556_RC	HN1L	90861
NM_016185	HN1	51155
NM_018942	HMX1	3166
NM_019109	HMT-1	_
NM_002134	HMOX2	3163
NM_002133	HMOX1	3162
NM_012484	HMMR	3161
NM_012485	HMMR	3161
NM_006344	HML2	_
NM_020379	HMIC	_
NM_002131	HMGIY	_
NM_003483	HMGIC	_
AF070525	HMGE	_
NM_005518	HMGCS2	3158
NM_002130	HMGCS1	3157
NM_000859	HMGCR	3156
NM_000191	HMGCL	3155
L07033	HMGCL	3155
NM_005342	HMG4	_
AL079310	HMG2L1	_
NM_006339	HMG20B	10362
AL355735	Hmg20b	10362
NM_018200	HMG20A	10363
X62534	HMG2	_
AL110194	HMG1L10	_
NM_006353	HMG17L3	_
Contig22156_RC	HMG17	_
NM_005517	HMG17	_
NM_004965	HMG14	_
Contig35722_RC	HMG14	_
NM_002128	HMG1	_
NM_000190	HMBS	3145
NM_006018	HM74	_
NM_005515	HLXB9	_
M60721	HLX1	_
NM_002126	HLF	3131
NM_000411	HLCS	ENSG00000237646
NM_001531	HLALS	_
NM_002127	HLA-G	3135
NM_018950	HLA-F	ENSG00000206446
Contig37327	HLA-F	ENSG00000206446
NM_005516	HLA-E	3133
AF005487	HLA-DRB6	3128
NM_002125	HLA-DRB5	3127
V00522	HLA-DRB3	ENSG00000196101
M15178	HLA-DRB1	3123
NM_002124	HLA-DRB1	3123
NM_019111	HLA-DRA	3122
NM_002123	HLA-DQB1	ENSG00000233744
NM_002122	HLA-DQA1	3117
NM_002121	HLA-DPB1	3115
X00457	HLA-DPA1	3113
NM_002120	HLA-DOB	3112
NM_015851	HLA-DNA	_
NM_002119	HLA-DNA	_
NM_002118	HLA-DMB	3109
NM_006120	HLA-DMA	3108
X58536	HLA-C	3107
NM_005514	HLA-B	3106
M12758	HLA-A	3128
NM_002116	HLA-A	3128
NM_005341	HKR3	_
AB013897	HKR1	284459
NM_020242	hklp2	_
NM_006979	HKE4	_
NM_014260	HKE2	_
NM_002115	HK3	3101
NM_000189	HK2	3099
NM_000188	HK1	3098
NM_006734	HIVEP2	3097
NM_002114	HIVEP1	3096
NM_006460	HIS1	_
NM_015700	HIRIP5	_
NM_003609	HIRIP3	8479
NM_003325	HIRA	7290
AF004849	HIPK3	10114
NM_005339	HIP2	_
NM_005338	HIP1	3092
NM_014063	HIP-55	_
NM_005340	HINT	_
NM_013332	HIG2	_
NM_001530	HIF1A	3091
AF054589	HIC protein isoform p40	_
NM_014362	HIBCH	26275
NM_007071	HHLA3	11147
AF126163	HHLA3	11147
NM_007072	HHLA2	11148
NM_005712	HHLA1	10086
Contig47814_RC	HHGP	_
NM_020200	HHGP	_
NM_001529	HHEX	3087
NM_002729	HHEX	3087
NM_004916	HHCMA56	_
NM_006543	HHCM	10639
NM_004712	HGS	9146
NM_016258	HGRG8	_
NM_013244	HGNT-IV-H	_
NM_001528	HGFAC	3083
X16323	HGF	3082
NM_000187	HGD	3081
NM_014356	HGC6.2	_
NM_014354	HGC6.1.1	_
AF072164	HFSE-1	_
NM_005666	HFL3	_
X56210	HFL2	_
M65292	HFL1	_
NM_006553	HFL-EDDG1	_
NM_000410	HFE	3077
AF109385	HFE	3077
NM_000186	HF1	_
NM_014571	HEYL	26508
